temp,temp_min,temp_max,temp_1,temp_2,temp_3,temp_min_1,temp_min_2,temp_min_3,temp_max_1,temp_max_2,temp_max_3,feels_like_1,feels_like_2,feels_like_3,pressure_1,pressure_2,pressure_3,humidity_1,humidity_2,humidity_3,date
303.59,303.59,303.59,303.48,305.22,304.15,303.48,305.22,304.15,303.48,305.22,304.15,298.69,299.77,299.67,1013,1012,1012,12,12,13,30-10-2020
302.64,302.64,302.64,303.59,303.48,305.22,303.59,303.48,305.22,303.59,303.48,305.22,298.69,298.69,299.77,1013,1013,1012,13,12,12,31-10-2020
303.69,303.69,303.69,302.64,303.59,303.48,302.64,303.59,303.48,302.64,303.59,303.48,298.89,298.69,298.69,1012,1013,1013,13,13,12,01-11-2020
304.35,304.35,304.35,303.69,302.64,303.59,303.69,302.64,303.59,303.69,302.64,303.59,299.1,298.89,298.69,1011,1012,1013,13,13,13,02-11-2020
304.45,304.45,304.45,304.35,303.69,302.64,304.35,303.69,302.64,304.35,303.69,302.64,299.94,299.1,298.89,1013,1011,1012,12,13,13,03-11-2020
304.02,304.02,304.02,304.45,304.35,303.69,304.45,304.35,303.69,304.45,304.35,303.69,299.59,299.94,299.1,1016,1013,1011,12,12,13,04-11-2020
302.74,302.74,302.74,304.02,304.45,304.35,304.02,304.45,304.35,304.02,304.45,304.35,299.01,299.59,299.94,1016,1016,1013,12,12,12,05-11-2020
302.58,302.58,302.58,302.74,304.02,304.45,302.74,304.02,304.45,302.74,304.02,304.45,298.54,299.01,299.59,1017,1016,1016,13,12,12,06-11-2020
302.13,302.13,302.13,302.58,302.74,304.02,302.58,302.74,304.02,302.58,302.74,304.02,298.42,298.54,299.01,1015,1017,1016,13,13,12,07-11-2020
303.03,303.03,303.03,302.13,302.58,302.74,302.13,302.58,302.74,302.13,302.58,302.74,298.37,298.42,298.54,1014,1015,1017,17,13,13,08-11-2020
302.25,302.25,302.25,303.03,302.13,302.58,303.03,302.13,302.58,303.03,302.13,302.58,300.48,298.37,298.42,1016,1014,1015,16,17,13,09-11-2020
302.13,302.13,302.13,302.25,303.03,302.13,302.25,303.03,302.13,302.25,303.03,302.13,299.32,300.48,298.37,1018,1016,1014,16,16,17,10-11-2020
301.24,301.24,301.24,302.13,302.25,303.03,302.13,302.25,303.03,302.13,302.25,303.03,297.93,299.32,300.48,1016,1018,1016,14,16,16,11-11-2020
302.76,302.76,302.76,301.24,302.13,302.25,301.24,302.13,302.25,301.24,302.13,302.25,297.51,297.93,299.32,1014,1016,1018,15,14,16,12-11-2020
297.44,297.44,297.44,302.76,301.24,302.13,302.76,301.24,302.13,302.76,301.24,302.13,299.09,297.51,297.93,1013,1014,1016,23,15,14,13-11-2020
297.55,297.55,297.55,297.44,302.76,301.24,297.44,302.76,301.24,297.44,302.76,301.24,295.25,299.09,297.51,1016,1013,1014,45,23,15,14-11-2020
296.81,296.81,296.81,297.55,297.44,302.76,297.55,297.44,302.76,297.55,297.44,302.76,295.11,295.25,299.09,1014,1016,1013,39,45,23,15-11-2020
296.52,296.52,296.52,296.81,297.55,297.44,296.81,297.55,297.44,296.81,297.55,297.44,293.96,295.11,295.25,1014,1014,1016,25,39,45,16-11-2020
297.25,297.25,297.25,296.52,296.81,297.55,296.52,296.81,297.55,296.52,296.81,297.55,292.9,293.96,295.11,1013,1014,1014,23,25,39,17-11-2020
296.46,296.46,296.46,297.25,296.52,296.81,297.25,296.52,296.81,297.25,296.52,296.81,291.43,292.9,293.96,1015,1013,1014,21,23,25,18-11-2020
296.09,296.09,296.09,296.46,297.25,296.52,296.46,297.25,296.52,296.46,297.25,296.52,290.28,291.43,292.9,1015,1015,1013,21,21,23,19-11-2020
297.31,297.31,297.31,296.09,296.46,297.25,296.09,296.46,297.25,296.09,296.46,297.25,291.1,290.28,291.43,1016,1015,1015,19,21,21,20-11-2020
296.39,296.39,296.39,297.31,296.09,296.46,297.31,296.09,296.46,297.31,296.09,296.46,294.85,291.1,290.28,1016,1016,1015,19,19,21,21-11-2020
295.41,295.41,295.41,296.39,297.31,296.09,296.39,297.31,296.09,296.39,297.31,296.09,294.19,294.85,291.1,1015,1016,1016,21,19,19,22-11-2020
297.85,297.85,297.85,295.41,296.39,297.31,295.41,296.39,297.31,295.41,296.39,297.31,292.4,294.19,294.85,1017,1015,1016,22,21,19,23-11-2020
298.12,298.12,298.12,297.85,295.41,296.39,297.85,295.41,296.39,297.85,295.41,296.39,294.16,292.4,294.19,1018,1017,1015,30,22,21,24-11-2020
298.19,298.19,298.19,298.12,297.85,295.41,298.12,297.85,295.41,298.12,297.85,295.41,294.31,294.16,292.4,1019,1018,1017,25,30,22,25-11-2020
297.33,297.33,297.33,298.19,298.12,297.85,298.19,298.12,297.85,298.19,298.12,297.85,293.5,294.31,294.16,1017,1019,1018,20,25,30,26-11-2020
298.37,298.37,298.37,297.33,298.19,298.12,297.33,298.19,298.12,297.33,298.19,298.12,294.01,293.5,294.31,1017,1017,1019,19,20,25,27-11-2020
298.92,298.92,298.92,298.37,297.33,298.19,298.37,297.33,298.19,298.37,297.33,298.19,294.42,294.01,293.5,1015,1017,1017,17,19,20,28-11-2020
300.08,300.08,300.08,298.92,298.37,297.33,298.92,298.37,297.33,298.92,298.37,297.33,295,294.42,294.01,1016,1015,1017,17,17,19,29-11-2020
299.07,299.07,299.07,300.08,298.92,298.37,300.08,298.92,298.37,300.08,298.92,298.37,294.78,295,294.42,1013,1016,1015,16,17,17,30-11-2020
299.73,299.73,299.73,299.07,300.08,298.92,299.07,300.08,298.92,299.07,300.08,298.92,296.46,294.78,295,1013,1013,1016,18,16,17,01-12-2020
299.49,299.49,299.49,299.73,299.07,300.08,299.73,299.07,300.08,299.73,299.07,300.08,297.76,296.46,294.78,1012,1013,1013,21,18,16,02-12-2020
299.72,299.72,299.72,299.49,299.73,299.07,299.49,299.73,299.07,299.49,299.73,299.07,296.15,297.76,296.46,1012,1012,1013,25,21,18,03-12-2020
300.63,300.63,300.63,299.72,299.49,299.73,299.72,299.49,299.73,299.72,299.49,299.73,297.06,296.15,297.76,1014,1012,1012,26,25,21,04-12-2020
299.74,299.74,299.74,300.63,299.72,299.49,300.63,299.72,299.49,300.63,299.72,299.49,295.74,297.06,296.15,1015,1014,1012,21,26,25,05-12-2020
299.72,299.72,299.72,299.74,300.63,299.72,299.74,300.63,299.72,299.74,300.63,299.72,296.37,295.74,297.06,1016,1015,1014,20,21,26,06-12-2020
300.25,300.25,300.25,299.72,299.74,300.63,299.72,299.74,300.63,299.72,299.74,300.63,296.33,296.37,295.74,1014,1016,1015,28,20,21,07-12-2020
299.73,299.73,299.73,300.25,299.72,299.74,300.25,299.72,299.74,300.25,299.72,299.74,296.96,296.33,296.37,1013,1014,1016,28,28,20,08-12-2020
295.75,295.75,295.75,299.73,300.25,299.72,299.73,300.25,299.72,299.73,300.25,299.72,298.12,296.96,296.33,1012,1013,1014,26,28,28,09-12-2020
294.5,294.5,294.5,295.75,299.73,300.25,295.75,299.73,300.25,295.75,299.73,300.25,295.48,298.12,296.96,1015,1012,1013,43,26,28,10-12-2020
292.77,292.77,292.77,294.5,295.75,299.73,294.5,295.75,299.73,294.5,295.75,299.73,290.01,295.48,298.12,1014,1015,1012,26,43,26,11-12-2020
292.51,292.51,292.51,292.77,294.5,295.75,292.77,294.5,295.75,292.77,294.5,295.75,288.79,290.01,295.48,1016,1014,1015,30,26,43,12-12-2020
291.86,291.86,291.86,292.51,292.77,294.5,292.51,292.77,294.5,292.51,292.77,294.5,288.2,288.79,290.01,1018,1016,1014,28,30,26,13-12-2020
290.73,290.73,290.73,291.86,292.51,292.77,291.86,292.51,292.77,291.86,292.51,292.77,286.28,288.2,288.79,1020,1018,1016,26,28,30,14-12-2020
291.79,291.79,291.79,290.73,291.86,292.51,290.73,291.86,292.51,290.73,291.86,292.51,285.33,286.28,288.2,1018,1020,1018,28,26,28,15-12-2020
293.68,293.68,293.68,291.79,290.73,291.86,291.79,290.73,291.86,291.79,290.73,291.86,286.44,285.33,286.28,1017,1018,1020,25,28,26,16-12-2020
294.52,294.52,294.52,293.68,291.79,290.73,293.68,291.79,290.73,293.68,291.79,290.73,288.41,286.44,285.33,1017,1017,1018,22,25,28,17-12-2020
294.77,294.77,294.77,294.52,293.68,291.79,294.52,293.68,291.79,294.52,293.68,291.79,289.32,288.41,286.44,1018,1017,1017,21,22,25,18-12-2020
295.59,295.59,295.59,294.77,294.52,293.68,294.77,294.52,293.68,294.77,294.52,293.68,290.46,289.32,288.41,1016,1018,1017,22,21,22,19-12-2020
295.47,295.47,295.47,295.59,294.77,294.52,295.59,294.77,294.52,295.59,294.77,294.52,291.67,290.46,289.32,1014,1016,1018,21,22,21,20-12-2020
295,295,295,295.47,295.59,294.77,295.47,295.59,294.77,295.47,295.59,294.77,291.29,291.67,290.46,1014,1014,1016,22,21,22,21-12-2020
294.38,294.38,294.38,295,295.47,295.59,295,295.47,295.59,295,295.47,295.59,290.85,291.29,291.67,1014,1014,1014,25,22,21,22-12-2020
293.72,293.72,293.72,294.38,295,295.47,294.38,295,295.47,294.38,295,295.47,289.89,290.85,291.29,1015,1014,1014,25,25,22,23-12-2020
294.8,294.8,294.8,293.72,294.38,295,293.72,294.38,295,293.72,294.38,295,290.02,289.89,290.85,1015,1015,1014,26,25,25,24-12-2020
290.94,290.94,290.94,294.8,293.72,294.38,294.8,293.72,294.38,294.8,293.72,294.38,290.01,290.02,289.89,1010,1015,1015,27,26,25,25-12-2020
290.31,290.31,290.31,290.94,294.8,293.72,290.94,294.8,293.72,290.94,294.8,293.72,286.46,290.01,290.02,1016,1010,1015,27,27,26,26-12-2020
290.16,290.16,290.16,290.31,290.94,294.8,290.31,290.94,294.8,290.31,290.94,294.8,285.54,286.46,290.01,1016,1016,1010,37,27,27,27-12-2020
292.14,292.14,292.14,290.16,290.31,290.94,290.16,290.31,290.94,290.16,290.31,290.94,286.44,285.54,286.46,1018,1016,1016,31,37,27,28-12-2020
292.47,292.47,292.47,292.14,290.16,290.31,292.14,290.16,290.31,292.14,290.16,290.31,288.31,286.44,285.54,1017,1018,1016,27,31,37,29-12-2020
288.94,288.94,288.94,292.47,292.14,290.16,292.47,292.14,290.16,292.47,292.14,290.16,289.63,288.31,286.44,1016,1017,1018,26,27,31,30-12-2020
295.74,295.74,295.74,288.94,292.47,292.14,288.94,292.47,292.14,288.94,292.47,292.14,287.71,289.63,288.31,1017,1016,1017,78,26,27,31-12-2020
297.1,297.1,297.1,295.74,288.94,292.47,295.74,288.94,292.47,295.74,288.94,292.47,293.01,287.71,289.63,1013,1017,1016,54,78,26,01-01-2021
293.75,293.75,293.75,297.1,295.74,288.94,297.1,295.74,288.94,297.1,295.74,288.94,295.63,293.01,287.71,1015,1013,1017,55,54,78,02-01-2021
295.79,295.79,295.79,293.75,297.1,295.74,293.75,297.1,295.74,293.75,297.1,295.74,291.09,295.63,293.01,1015,1015,1013,64,55,54,03-01-2021
293.82,293.82,293.82,295.79,293.75,297.1,295.79,293.75,297.1,295.79,293.75,297.1,294.34,291.09,295.63,1014,1015,1015,55,64,55,04-01-2021
293.08,293.08,293.08,293.82,295.79,293.75,293.82,295.79,293.75,293.82,295.79,293.75,293.52,294.34,291.09,1013,1014,1015,61,55,64,05-01-2021
293.7,293.7,293.7,293.08,293.82,295.79,293.08,293.82,295.79,293.08,293.82,295.79,292.11,293.52,294.34,1014,1013,1014,49,61,55,06-01-2021
291.59,291.59,291.59,293.7,293.08,293.82,293.7,293.08,293.82,293.7,293.08,293.82,292.02,292.11,293.52,1014,1014,1013,57,49,61,07-01-2021
291,291,291,291.59,293.7,293.08,291.59,293.7,293.08,291.59,293.7,293.08,287.89,292.02,292.11,1015,1014,1014,38,57,49,08-01-2021
291.74,291.74,291.74,291,291.59,293.7,291,291.59,293.7,291,291.59,293.7,286.74,287.89,292.02,1015,1015,1014,44,38,57,09-01-2021
291.59,291.59,291.59,291.74,291,291.59,291.74,291,291.59,291.74,291,291.59,287.11,286.74,287.89,1014,1015,1015,33,44,38,10-01-2021
292.1,292.1,292.1,291.59,291.74,291,291.59,291.74,291,291.59,291.74,291,286.82,287.11,286.74,1013,1014,1015,30,33,44,11-01-2021
292.89,292.89,292.89,292.1,291.59,291.74,292.1,291.59,291.74,292.1,291.59,291.74,289.67,286.82,287.11,1015,1013,1014,29,30,33,12-01-2021
292.55,292.55,292.55,292.89,292.1,291.59,292.89,292.1,291.59,292.89,292.1,291.59,290.62,289.67,286.82,1013,1015,1013,34,29,30,13-01-2021
292.32,292.32,292.32,292.55,292.89,292.1,292.55,292.89,292.1,292.55,292.89,292.1,288.82,290.62,289.67,1011,1013,1015,37,34,29,14-01-2021
294.6,294.6,294.6,292.32,292.55,292.89,292.32,292.55,292.89,292.32,292.55,292.89,288.14,288.82,290.62,1013,1011,1013,34,37,34,15-01-2021
295.55,295.55,295.55,294.6,292.32,292.55,294.6,292.32,292.55,294.6,292.32,292.55,292.09,288.14,288.82,1016,1013,1011,41,34,37,16-01-2021
294.65,294.65,294.65,295.55,294.6,292.32,295.55,294.6,292.32,295.55,294.6,292.32,292.82,292.09,288.14,1013,1016,1013,42,41,34,17-01-2021
294.5,294.5,294.5,294.65,295.55,294.6,294.65,295.55,294.6,294.65,295.55,294.6,289.77,292.82,292.09,1012,1013,1016,37,42,41,18-01-2021
294.97,294.97,294.97,294.5,294.65,295.55,294.5,294.65,295.55,294.5,294.65,295.55,289.14,289.77,292.82,1011,1012,1013,30,37,42,19-01-2021
294.37,294.37,294.37,294.97,294.5,294.65,294.97,294.5,294.65,294.97,294.5,294.65,292.35,289.14,289.77,1013,1011,1012,29,30,37,20-01-2021
292.44,292.44,292.44,294.37,294.97,294.5,294.37,294.97,294.5,294.37,294.97,294.5,289.18,292.35,289.14,1010,1013,1011,37,29,30,21-01-2021
292.16,292.16,292.16,292.44,294.37,294.97,292.44,294.37,294.97,292.44,294.37,294.97,289.34,289.18,292.35,1015,1010,1013,39,37,29,22-01-2021
293.2,293.2,293.2,292.16,292.44,294.37,292.16,292.44,294.37,292.16,292.44,294.37,289.78,289.34,289.18,1017,1015,1010,35,39,37,23-01-2021
293.54,293.54,293.54,293.2,292.16,292.44,293.2,292.16,292.44,293.2,292.16,292.44,289.26,289.78,289.34,1016,1017,1015,33,35,39,24-01-2021
292.5,292.5,292.5,293.54,293.2,292.16,293.54,293.2,292.16,293.54,293.2,292.16,288.89,289.26,289.78,1016,1016,1017,27,33,35,25-01-2021
293.02,293.02,293.02,292.5,293.54,293.2,292.5,293.54,293.2,292.5,293.54,293.2,288.65,288.89,289.26,1017,1016,1016,26,27,33,26-01-2021
294.06,294.06,294.06,293.02,292.5,293.54,293.02,292.5,293.54,293.02,292.5,293.54,288.04,288.65,288.89,1017,1017,1016,27,26,27,27-01-2021
294.47,294.47,294.47,294.06,293.02,292.5,294.06,293.02,292.5,294.06,293.02,292.5,288.52,288.04,288.65,1015,1017,1017,24,27,26,28-01-2021
296.1,296.1,296.1,294.47,294.06,293.02,294.47,294.06,293.02,294.47,294.06,293.02,290.6,288.52,288.04,1016,1015,1017,23,24,27,29-01-2021
297.24,297.24,297.24,296.1,294.47,294.06,296.1,294.47,294.06,296.1,294.47,294.06,292.14,290.6,288.52,1018,1016,1015,24,23,24,30-01-2021
296.56,296.56,296.56,297.24,296.1,294.47,297.24,296.1,294.47,297.24,296.1,294.47,295.16,292.14,290.6,1016,1018,1016,28,24,23,31-01-2021
294.41,294.41,294.41,296.56,297.24,296.1,296.56,297.24,296.1,296.56,297.24,296.1,292.28,295.16,292.14,1014,1016,1018,35,28,24,01-02-2021
293.81,293.81,293.81,294.41,296.56,297.24,294.41,296.56,297.24,294.41,296.56,297.24,293.7,292.28,295.16,1016,1014,1016,47,35,28,02-02-2021
294.68,294.68,294.68,293.81,294.41,296.56,293.81,294.41,296.56,293.81,294.41,296.56,290.79,293.7,292.28,1018,1016,1014,38,47,35,03-02-2021
295.88,295.88,295.88,294.68,293.81,294.41,294.68,293.81,294.41,294.68,293.81,294.41,290.6,290.79,293.7,1017,1018,1016,37,38,47,04-02-2021
297.21,297.21,297.21,295.88,294.68,293.81,295.88,294.68,293.81,295.88,294.68,293.81,291.02,290.6,290.79,1016,1017,1018,33,37,38,05-02-2021
299.09,299.09,299.09,297.21,295.88,294.68,297.21,295.88,294.68,297.21,295.88,294.68,293.36,291.02,290.6,1016,1016,1017,31,33,37,06-02-2021
299.15,299.15,299.15,299.09,297.21,295.88,299.09,297.21,295.88,299.09,297.21,295.88,295.27,293.36,291.02,1012,1016,1016,24,31,33,07-02-2021
298.64,298.64,298.64,299.15,299.09,297.21,299.15,299.09,297.21,299.15,299.09,297.21,296.99,295.27,293.36,1012,1012,1016,25,24,31,08-02-2021
298.25,298.25,298.25,298.64,299.15,299.09,298.64,299.15,299.09,298.64,299.15,299.09,295.31,296.99,295.27,1013,1012,1012,26,25,24,09-02-2021
299.03,299.03,299.03,298.25,298.64,299.15,298.25,298.64,299.15,298.25,298.64,299.15,295.06,295.31,296.99,1014,1013,1012,25,26,25,10-02-2021
299.66,299.66,299.66,299.03,298.25,298.64,299.03,298.25,298.64,299.03,298.25,298.64,295.9,295.06,295.31,1014,1014,1013,23,25,26,11-02-2021
300.34,300.34,300.34,299.66,299.03,298.25,299.66,299.03,298.25,299.66,299.03,298.25,295.89,295.9,295.06,1013,1014,1014,18,23,25,12-02-2021
300.3,300.3,300.3,300.34,299.66,299.03,300.34,299.66,299.03,300.34,299.66,299.03,297.84,295.89,295.9,1011,1013,1014,23,18,23,13-02-2021
301.14,301.14,301.14,300.3,300.34,299.66,300.3,300.34,299.66,300.3,300.34,299.66,296.85,297.84,295.89,1012,1011,1013,20,23,18,14-02-2021
300.53,300.53,300.53,301.14,300.3,300.34,301.14,300.3,300.34,301.14,300.3,300.34,298.82,296.85,297.84,1013,1012,1011,20,20,23,15-02-2021
300.59,300.59,300.59,300.53,301.14,300.3,300.53,301.14,300.3,300.53,301.14,300.3,297.12,298.82,296.85,1017,1013,1012,19,20,20,16-02-2021
301.34,301.34,301.34,300.59,300.53,301.14,300.59,300.53,301.14,300.59,300.53,301.14,296.23,297.12,298.82,1018,1017,1013,17,19,20,17-02-2021
303.28,303.28,303.28,301.34,300.59,300.53,301.34,300.59,300.53,301.34,300.59,300.53,296.74,296.23,297.12,1018,1018,1017,17,17,19,18-02-2021
304.85,304.85,304.85,303.28,301.34,300.59,303.28,301.34,300.59,303.28,301.34,300.59,297.43,296.74,296.23,1015,1018,1018,13,17,17,19-02-2021
305.66,305.66,305.66,304.85,303.28,301.34,304.85,303.28,301.34,304.85,303.28,301.34,299.41,297.43,296.74,1013,1015,1018,12,13,17,20-02-2021
306.51,306.51,306.51,305.66,304.85,303.28,305.66,304.85,303.28,305.66,304.85,303.28,301.52,299.41,297.43,1010,1013,1015,12,12,13,21-02-2021
307.15,307.15,307.15,306.51,305.66,304.85,306.51,305.66,304.85,306.51,305.66,304.85,301.9,301.52,299.41,1010,1010,1013,11,12,12,22-02-2021
307.17,307.17,307.17,307.15,306.51,305.66,307.15,306.51,305.66,307.15,306.51,305.66,302.57,301.9,301.52,1008,1010,1010,12,11,12,23-02-2021
306.8,306.8,306.8,307.17,307.15,306.51,307.17,307.15,306.51,307.17,307.15,306.51,301.01,302.57,301.9,1005,1008,1010,11,12,11,24-02-2021
304.04,304.04,304.04,306.8,307.17,307.15,306.8,307.17,307.15,306.8,307.17,307.15,298.47,301.01,302.57,1006,1005,1008,12,11,12,25-02-2021
303.08,303.08,303.08,304.04,306.8,307.17,304.04,306.8,307.17,304.04,306.8,307.17,300.39,298.47,301.01,1009,1006,1005,12,12,11,26-02-2021
303.31,303.31,303.31,303.08,304.04,306.8,303.08,304.04,306.8,303.08,304.04,306.8,296.69,300.39,298.47,1013,1009,1006,12,12,12,27-02-2021
306.7,306.7,306.7,303.31,303.08,304.04,303.31,303.08,304.04,303.31,303.08,304.04,296.49,296.69,300.39,1013,1013,1009,12,12,12,28-02-2021
306.7,306.7,306.7,306.7,303.31,303.08,306.7,303.31,303.08,306.7,303.31,303.08,300.77,296.49,296.69,1010,1013,1013,10,12,12,01-03-2021
306.17,306.17,306.17,306.7,306.7,303.31,306.7,306.7,303.31,306.7,306.7,303.31,303.03,300.77,296.49,1010,1010,1013,11,10,12,02-03-2021
307.49,307.49,307.49,306.17,306.7,306.7,306.17,306.7,306.7,306.17,306.7,306.7,298.15,303.03,300.77,1010,1010,1010,7,11,10,03-03-2021
307.78,307.78,307.78,307.49,306.17,306.7,307.49,306.17,306.7,307.49,306.17,306.7,300.86,298.15,303.03,1009,1010,1010,9,7,11,04-03-2021
306.52,306.52,306.52,307.78,307.49,306.17,307.78,307.49,306.17,307.78,307.49,306.17,301.5,300.86,298.15,1008,1009,1010,11,9,7,05-03-2021
308.04,308.04,308.04,306.52,307.78,307.49,306.52,307.78,307.49,306.52,307.78,307.49,302.37,301.5,300.86,1010,1008,1009,17,11,9,06-03-2021
308.2,308.2,308.2,308.04,306.52,307.78,308.04,306.52,307.78,308.04,306.52,307.78,304.94,302.37,301.5,1010,1010,1008,13,17,11,07-03-2021
309.32,309.32,309.32,308.2,308.04,306.52,308.2,308.04,306.52,308.2,308.04,306.52,305.4,304.94,302.37,1010,1010,1010,13,13,17,08-03-2021
307.21,307.21,307.21,309.32,308.2,308.04,309.32,308.2,308.04,309.32,308.2,308.04,306.35,305.4,304.94,1012,1010,1010,9,13,13,09-03-2021
306.1,306.1,306.1,307.21,309.32,308.2,307.21,309.32,308.2,307.21,309.32,308.2,301.19,306.35,305.4,1012,1012,1010,12,9,13,10-03-2021
307.1,307.1,307.1,306.1,307.21,309.32,306.1,307.21,309.32,306.1,307.21,309.32,303.28,301.19,306.35,1015,1012,1012,16,12,9,11-03-2021
308.37,308.37,308.37,307.1,306.1,307.21,307.1,306.1,307.21,307.1,306.1,307.21,301.45,303.28,301.19,1011,1015,1012,11,16,12,12-03-2021
308.85,308.85,308.85,308.37,307.1,306.1,308.37,307.1,306.1,308.37,307.1,306.1,301.9,301.45,303.28,1011,1011,1015,10,11,16,13-03-2021
308.78,308.78,308.78,308.85,308.37,307.1,308.85,308.37,307.1,308.85,308.37,307.1,302.45,301.9,301.45,1010,1011,1011,10,10,11,14-03-2021
308.91,308.91,308.91,308.78,308.85,308.37,308.78,308.85,308.37,308.78,308.85,308.37,304.14,302.45,301.9,1008,1010,1011,11,10,10,15-03-2021
308.99,308.99,308.99,308.91,308.78,308.85,308.91,308.78,308.85,308.91,308.78,308.85,304.11,304.14,302.45,1009,1008,1010,10,11,10,16-03-2021
309.61,309.61,309.61,308.99,308.91,308.78,308.99,308.91,308.78,308.99,308.91,308.78,303.94,304.11,304.14,1008,1009,1008,10,10,11,17-03-2021
309.73,309.73,309.73,309.61,308.99,308.91,309.61,308.99,308.91,309.61,308.99,308.91,303.91,303.94,304.11,1007,1008,1009,11,10,10,18-03-2021
305.4,305.4,305.4,309.73,309.61,308.99,309.73,309.61,308.99,309.73,309.61,308.99,305.78,303.91,303.94,1007,1007,1008,12,11,10,19-03-2021
307.72,307.72,307.72,305.4,309.73,309.61,305.4,309.73,309.61,305.4,309.73,309.61,299.34,305.78,303.91,1010,1007,1007,17,12,11,20-03-2021
305.33,305.33,305.33,307.72,305.4,309.73,307.72,305.4,309.73,307.72,305.4,309.73,302.77,299.34,305.78,1011,1010,1007,15,17,12,21-03-2021
305.69,305.69,305.69,305.33,307.72,305.4,305.33,307.72,305.4,305.33,307.72,305.4,300.94,302.77,299.34,1012,1011,1010,14,15,17,22-03-2021
307.72,307.72,307.72,305.69,305.33,307.72,305.69,305.33,307.72,305.69,305.33,307.72,299.79,300.94,302.77,1011,1012,1011,12,14,15,23-03-2021
309.77,309.77,309.77,307.72,305.69,305.33,307.72,305.69,305.33,307.72,305.69,305.33,301.81,299.79,300.94,1009,1011,1012,11,12,14,24-03-2021
310.67,310.67,310.67,309.77,307.72,305.69,309.77,307.72,305.69,309.77,307.72,305.69,304.7,301.81,299.79,1007,1009,1011,8,11,12,25-03-2021
312.86,312.86,312.86,310.67,309.77,307.72,310.67,309.77,307.72,310.67,309.77,307.72,306.75,304.7,301.81,1005,1007,1009,11,8,11,26-03-2021
312,312,312,312.86,310.67,309.77,312.86,310.67,309.77,312.86,310.67,309.77,307.79,306.75,304.7,1001,1005,1007,7,11,8,27-03-2021
309.45,309.45,309.45,312,312.86,310.67,312,312.86,310.67,312,312.86,310.67,306.13,307.79,306.75,997,1001,1005,6,7,11,28-03-2021
307.69,307.69,307.69,309.45,312,312.86,309.45,312,312.86,309.45,312,312.86,300.8,306.13,307.79,1000,997,1001,3,6,7,29-03-2021
307.7,307.7,307.7,307.69,309.45,312,307.69,309.45,312,307.69,309.45,312,299.62,300.8,306.13,1001,1000,997,3,3,6,30-03-2021
308.35,308.35,308.35,307.7,307.69,309.45,307.7,307.69,309.45,307.7,307.69,309.45,301.45,299.62,300.8,1004,1001,1000,3,3,3,31-03-2021
310.75,310.75,310.75,308.35,307.7,307.69,308.35,307.7,307.69,308.35,307.7,307.69,302.44,301.45,299.62,1007,1004,1001,3,3,3,01-04-2021
312.15,312.15,312.15,310.75,308.35,307.7,310.75,308.35,307.7,310.75,308.35,307.7,303.86,302.44,301.45,1007,1007,1004,4,3,3,02-04-2021
312.54,312.54,312.54,312.15,310.75,308.35,312.15,310.75,308.35,312.15,310.75,308.35,307.91,303.86,302.44,1005,1007,1007,7,4,3,03-04-2021
309.12,309.12,309.12,312.54,312.15,310.75,312.54,312.15,310.75,312.54,312.15,310.75,309.19,307.91,303.86,1005,1005,1007,8,7,4,04-04-2021
308.86,308.86,308.86,309.12,312.54,312.15,309.12,312.54,312.15,309.12,312.54,312.15,304.01,309.19,307.91,1009,1005,1005,9,8,7,05-04-2021
309.34,309.34,309.34,308.86,309.12,312.54,308.86,309.12,312.54,308.86,309.12,312.54,303.37,304.01,309.19,1006,1009,1005,7,9,8,06-04-2021
310.46,310.46,310.46,309.34,308.86,309.12,309.34,308.86,309.12,309.34,308.86,309.12,302.66,303.37,304.01,1008,1006,1009,4,7,9,07-04-2021
311.91,311.91,311.91,310.46,309.34,308.86,310.46,309.34,308.86,310.46,309.34,308.86,304.2,302.66,303.37,1009,1008,1006,5,4,7,08-04-2021
312.11,312.11,312.11,311.91,310.46,309.34,311.91,310.46,309.34,311.91,310.46,309.34,305.73,304.2,302.66,1009,1009,1008,5,5,4,09-04-2021
312.74,312.74,312.74,312.11,311.91,310.46,312.11,311.91,310.46,312.11,311.91,310.46,306.78,305.73,304.2,1009,1009,1009,6,5,5,10-04-2021
